"DATE","interval_vector_char","interval_edge_diff","GPSDistanceMeter","ESU_start","ESU_end","nb_pings_by_interval","Time_start","Time_end","Lat_start","Lat_end","Lon_start","Lon_end","Depth_start","Depth_end","Depth_std","Rugosity","Sloap","Time_mean","Lat_mean","Lon_mean","Depth_mean","SaFish_70","SaFish_200","SaNoFish_70","SaNoFish_200","FAROFA"
"2017-09-15","12500-13000",0.0277996431777865,12999.9722003568,44922,46744,1823,736953.706984202,736953.709733596,-3.8394498586902,-3.84357802073534,-32.4321834293451,-32.432446,23.4981565,11.228,3.83219529241059,0.352386647415344,-0.0245518340263693,736953.708377549,-3.84154270840185,-32.4325192431884,18.6144295087863,7.654778,5.169946,60.30408,8.698256,1
"2017-09-15","13000-13500",0.088303582435401,13499.9116964176,46745,48449,1705,736953.709735078,736953.712285061,-3.84358010962849,-3.84518047549267,-32.432446,-32.4343791697827,11.191,12.202,2.35859857061214,0.38129426159496,0.00202318574247497,736953.711002955,-3.84507958319742,-32.4328644103193,7.38948305111814,1.448488,2.265508,2.757933,0.3139574,1
"2017-09-15","13500-14000",0.226997450748968,13999.7730025493,48450,50130,1681,736953.712286589,736953.714861077,-3.84517925265285,-3.843848,-32.4343808372916,-32.4365679873192,12.202,15.565,1.03256994809928,0.40082552856211,0.00673096134949851,736953.71356249,-3.84422068235321,-32.4361195643925,14.4754873305864,761.4153,459.7823,9.555531,3.111512,1
"2017-09-15","14500-15000",0.227852048741624,14999.7721479513,51707,53214,1508,736953.722545081,736953.724793578,-3.84311256862317,-3.84111204484119,-32.4373046047831,-32.4408563192859,20.381,30.692,3.11206468900442,0.427561453958414,0.0215504986507288,736953.723676607,-3.84199559677724,-32.4390319063507,25.5166664456234,210.0755,148.5534,77.05367,17.41211,1
"2017-09-15","15000-15500",0.347608630563627,15499.6523913694,53215,54730,1516,736953.724795082,736953.727228556,-3.84111066431389,-3.84008626500365,-32.440858804235,-32.4450211537418,30.656,39.129,2.30654027458629,0.417218937972601,0.0169607782377739,736953.725959443,-3.84056434812766,-32.4428732562761,35.1934426121372,20.48664,12.58429,99.97298,24.07061,1
"2017-09-15","17000-17500",1.91778505625189,17498.0822149437,57508,57695,188,736953.756985393,736953.759159951,-3.83436778328074,-3.83385012801252,-32.4574228519603,-32.4593945899844,69.751,72.085,0.825595101808347,0.656283874000589,0.00929775961782507,736953.758072627,-3.83415451017107,-32.4580779016627,70.936335106383,0,0,276.9423,104.5413,1
"2017-09-15","17500-18000",0.54750060495644,17999.452499395,57696,57918,223,736953.759171583,736953.761764035,-3.83384037197197,-3.83260434749465,-32.4594091291291,-32.4636403405225,72.692,307.4614356,84.2671682730937,0.527836296874008,0.470080223348899,736953.760466689,-3.83327040066934,-32.4615725389076,160.590047585052,47.83839,38.31544,4366.929,1917.582,1
"2017-09-15","18000-18500",0.973475977993076,18499.026524022,57919,58118,199,736953.761775656,736953.764622521,-3.83259250249079,-3.83115466802911,-32.463663743773,-32.4677093401455,308.2996512,398.9190114,27.9403626111562,0.529824215073451,0.182457792240722,736953.762998931,-3.83174591158557,-32.4655070201289,382.787718136154,19.93527,14.86498,1639.079,885.4975,1
"2017-09-15","18500-19000",0.941364361755404,18999.0586356382,58119,58586,468,736953.764645693,736953.775499057,-3.831151,-3.82944320311203,-32.4677236391256,-32.4702859948133,398.9190114,398.9190114,0.123800648880334,0.472317078060927,0,736953.770071519,-3.83025046450883,-32.4693510201374,398.937770093586,7.988506,9.112545,943.1869,473.5837,1
"2017-09-15","19000-19500",0.186772462293447,19499.8132275377,58587,58827,236,736953.775522264,736953.779459689,-3.82943665370741,-3.82953644266718,-32.4702959328657,-32.4673344093274,398.9190114,398.9190114,1.25321314612955e-12,0.57939480234434,0,736953.777806014,-3.82932715686224,-32.4696048857737,398.919011399999,5.105754,5.825748,968.5274,516.3665,1
"2017-09-15","19500-20000",2.35520400002861,19997.644796,58828,59029,200,736953.779471299,736953.781854409,-3.829535,-3.83002284195804,-32.467314441511,-32.4630189326673,398.9190114,369.541778475,5.41012115370277,0.614839916017568,-0.0592751485307088,736953.780660533,-3.82998971351861,-32.4651676179754,397.18654057125,2.965514,0.07182715,1000.671,613.2985,1
