"DATE","interval_vector_char","interval_edge_diff","GPSDistanceMeter","ESU_start","ESU_end","nb_pings_by_interval","Time_start","Time_end","Lat_start","Lat_end","Lon_start","Lon_end","Depth_start","Depth_end","Depth_std","Rugosity","Sloap","Time_mean","Lat_mean","Lon_mean","Depth_mean","SaFish_70","SaFish_200","SaNoFish_70","SaNoFish_200","FAROFA"
"2017-09-16","138500-139000",2.19104985595914,138997.808950144,154180,154338,159,736954.795859891,736954.797697566,-3.78591089101796,-3.78994905214785,-32.4018042095808,-32.4035230173826,58.52,55.432,1.88247629101331,0.730428719359805,-0.00623631960394338,736954.796778344,-3.78791117209496,-32.4027306491811,56.6723899371069,82.62783,102.3549,70.90603,31.26857,1
"2017-09-16","139000-139500",0.229066495317966,139499.770933505,154339,155238,900,736954.797709186,736954.799483617,-3.78997355375213,-3.79409012493498,-32.4035334215008,-32.4048960491002,55.837,56.94,0.846031972894752,0.590702832983715,0.00221042193867577,736954.798714443,-3.79227769261112,-32.404425777405,56.0194842813308,339.279,348.2719,76.34644,37.24126,1
"2017-09-16","139500-140000",0.872637527412735,139999.127362473,155239,156272,1034,736954.799485295,736954.801236135,-3.7940943483824,-3.79827076615412,-32.4048965016124,-32.4055704042307,57.087,55.58,0.543319882163672,0.569935559002975,-0.00302074473197736,736954.800362056,-3.79619232341524,-32.4052593297181,56.71882895953,115.4597,93.80888,92.74895,49.06614,1
"2017-09-16","140000-140500",0.0819982896500733,140499.91800171,156273,157330,1058,736954.801237826,736954.80302919,-3.79828138018018,-3.8025439048,-32.4055696378378,-32.406016,55.543,52.969,0.967957109013027,0.56630579833623,-0.00515205952766765,736954.802133676,-3.80043893506877,-32.4057500672082,54.1961540642723,2.883727,2.593429,86.66709,29.07018,1
"2017-09-16","140500-141000",0.0856043832318392,140999.914395617,157331,158411,1081,736954.803031042,736954.804857766,-3.8025528600737,-3.80678760877936,-32.4060217593865,-32.4061407343088,53.006,44.772,2.34693349662639,0.563756254805316,-0.016507224734912,736954.80394514,-3.80468668811587,-32.4060596599031,48.9813876040704,0.04521126,0.1441192,203.6869,45.18824,1
"2017-09-16","141000-141500",0.249774091353174,141499.750225909,158412,159528,1117,736954.804859446,736954.806746498,-3.80679133748573,-3.81108502094663,-32.4061391334994,-32.4064342237664,44.772,37.567,2.14575362181771,0.556635136646368,-0.0144277671707628,736954.805803331,-3.80896440561984,-32.406254654174,41.1541128021487,1.116502,0.6846583,194.2772,38.3708,1
"2017-09-16","141500-142000",0.126556840725243,141999.873443159,159529,160682,1154,736954.806748164,736954.808689086,-3.81108835629406,-3.81525044864865,-32.4064352388721,-32.4068331661662,37.567,33.45,1.2774451074107,0.551944239324755,-0.00823836327269414,736954.807718425,-3.81317298767405,-32.4065218458263,35.1331315028152,0.0426056,0.04047478,106.3953,26.73487,1
"2017-09-16","142000-142500",0.0737227228528354,142499.926277277,160683,161935,1253,736954.808690752,736954.810798153,-3.81525434054054,-3.81956284911153,-32.4068346076076,-32.406574,33.523,29.369,1.23782042674909,0.531793887905529,-0.00831480227689656,736954.809745054,-3.81761642020442,-32.4066675422159,30.851995293296,0,0,195.4723,30.76915,1
"2017-09-16","142500-143000",0.0712634949595667,142999.928736505,161936,163332,1397,736954.810799831,736954.813151875,-3.8195645959241,-3.8238860359964,-32.406574,-32.4064061956804,29.332,27.237,0.683555536660543,0.504006513126856,-0.00419160953663029,736954.811975604,-3.82142807355158,-32.4065294344271,28.2495504652828,0.02106575,0.007857296,144.0336,20.94023,1
"2017-09-16","143000-143500",0.357322354306234,143499.642677646,163333,164431,1099,736954.813153565,736954.815000245,-3.82388968563144,-3.8280272874502,-32.4064057577242,-32.4053452095618,27.237,13.966,3.25573779484894,0.559050281324422,-0.0265789573057004,736954.814077194,-3.82596098998017,-32.4061110356696,22.9226984545951,1.502285,1.172615,64.29535,15.0447,1
"2017-09-18","144000-144500",0.0941372288507409,144499.905862771,164932,166116,1185,736956.514772304,736956.516739083,-3.8315341995992,-3.82734080089641,-32.4051207078156,-32.4054342000996,13.231,18.194,1.22366369707502,0.54671303037297,0.00993362363097461,736956.515757982,-3.82947150975393,-32.4055649993023,15.4422727158434,75.09901,38.71522,59.70988,8.473582,1
"2017-09-18","144500-145000",0.254408653680002,144999.745591346,166117,167383,1267,736956.516740715,736956.518839921,-3.82733700906374,-3.82338506639254,-32.4054337787849,-32.4037197822686,18.157,22.164,1.07968278428526,0.528790554764826,0.00802338675852526,736956.517789501,-3.82523859557335,-32.4047849782056,21.1961460142067,0.4041707,0.1688332,65.87288,8.888272,1
"2017-09-18","145000-145500",0.343443320336519,145499.65655668,167384,168663,1280,736956.518841565,736956.520953201,-3.82338236054558,-3.81980198345201,-32.4037179308996,-32.401209994484,22.127,23.12,0.26062466757144,0.526250464319197,0.00198780392091018,736956.519897555,-3.82165880433284,-32.4023859382665,22.6084625349359,18.93735,19.27032,80.47749,10.9039,1
"2017-09-18","145500-146000",0.171722667175345,145999.828277333,168664,169900,1237,736956.520954845,736956.522997346,-3.81979856554007,-3.81593218278278,-32.40120885518,-32.3991801163163,23.23,24.333,0.441467909664824,0.533984950536561,0.00220701192248734,736956.521975964,-3.81785144452537,-32.400258934272,24.3155460707978,26.57411,25.42503,62.30186,12.14437,1
"2017-09-18","146000-146500",0.294272821949562,146499.705727178,169901,171116,1216,736956.52299899,736956.52500687,-3.81593023943662,-3.81189865219135,-32.3991815539906,-32.3975035913148,24.406,22.789,0.354122048192254,0.538150194429477,-0.00323653378929664,736956.524002844,-3.81392158352146,-32.3983121130584,23.7637336460773,48.7051,19.42414,51.34291,9.998166,1
"2017-09-18","146500-147000",0.38529494922841,146999.614705051,171117,172380,1264,736956.525008514,736956.527096447,-3.8118958039314,-3.8087206495,-32.3975018823588,-32.394530866,22.826,29.369,1.69854702589048,0.535297696208618,0.0130980650487955,736956.526051967,-3.81025613835544,-32.396073836605,23.9607691490959,132.1859,74.36997,51.24067,9.728248,1
"2017-09-18","147000-147500",0.00746688942308538,147499.992533111,172381,173700,1320,736956.527098102,736956.529282069,-3.8087185045,-3.80568654269311,-32.394528006,-32.3913843668058,29.332,37.493,2.65862133996523,0.521357673854106,0.0163226390903564,736956.528190626,-3.80719635406246,-32.3929187604967,34.3424310666783,76.76537,50.99652,179.877,43.27584,1
"2017-09-18","147500-148000",0.0168214217992499,147999.983178578,173701,177147,3447,736956.529283713,736956.535090885,-3.80568635466399,-3.80428568296146,-32.3913836691073,-32.390971577282,37.53,39.699,0.965589514698079,0.216624768942791,0.00433877774910997,736956.532178883,-3.80439702971398,-32.3903348764307,40.0012526433932,21.07631,11.57309,168.5563,51.42637,1
"2017-09-18","148000-148500",0.124048869882245,148499.87595113,177148,180271,3124,736956.535092552,736956.540338118,-3.804283,-3.80264850424958,-32.390968,-32.3903267572243,39.699,45.801,1.35827024690952,0.248877392902087,0.012218767657628,736956.537727805,-3.80404459593481,-32.3914897074708,42.2203246224309,36.65682,22.86036,206.019,75.58118,1
"2017-09-18","148500-149000",0.166027226863662,148999.833972773,180272,181817,1546,736956.540339773,736956.542904839,-3.80264707439256,-3.80044479701732,-32.3903243264674,-32.3867198282454,45.801,41.5,1.5697303152244,0.502146561311281,-0.00860811863721931,736956.541622097,-3.80170788070735,-32.3883933090417,43.1902755498061,1.589516,0.9579923,88.29198,20.66532,1
"2017-09-18","149000-149500",1.77438452476053,149498.225615475,181818,182480,663,736956.542906494,736956.545509201,-3.80044293634271,-3.79815857117117,-32.3867182538284,-32.3836285711712,41.574,50.176,1.98673961294336,0.614408388958001,0.0172689117037948,736956.543613707,-3.79974093081076,-32.3859591344707,41.9264449472097,0.00588653,0.05974355,61.50124,14.07182,1
"2017-09-18","149500-150000",0.0151979934889823,149999.984802007,182481,182695,215,736956.54552081,736956.548020988,-3.79814652312312,-3.79504483948569,-32.3836165231231,-32.3806218228951,50.286,48.485,1.34860924487806,0.712841714124607,-0.00360297604785119,736956.546773486,-3.79656769169629,-32.3820935917882,48.3444744186047,14.98668,14.63494,61.13734,22.67711,1
"2017-09-18","150000-150500",1.66175777744502,150498.338242223,182696,182909,214,736956.548032609,736956.550508712,-3.79503969014084,-3.79212776639816,-32.3806070704225,-32.377562447641,47.713,58.961,3.64975034306359,0.715371728515365,0.0226492249494861,736956.5492707,-3.79347411604527,-32.3791222452642,51.6635520546021,131.2427,91.77208,85.73845,36.01873,1
"2017-09-18","150500-151000",0.626277421164559,150999.373722579,182910,183056,147,736956.550520332,736956.552806319,-3.7921114303043,-3.78941979510581,-32.3775472878804,-32.3745603170194,59.586,274.42317524,77.8472125601318,0.746551852981678,0.430917915127078,736956.55183149,-3.79053850833823,-32.3758389047162,166.17512030585,65.41189,83.1329,171.6378,154.3577,1
"2017-09-18","151000-151500",1.47121962305391,151498.528780377,183057,183256,193,736956.552817929,736956.555357611,-3.7894127100603,-3.7867252665395,-32.3745445401551,-32.371218473848,275.93189396,400.485006066667,42.4284656963702,0.72555972307707,0.250492287936981,736956.55405706,-3.78809770182444,-32.3729287657825,360.24141580305,0,0,318.5986,189.3902,1
"2017-09-18","151500-152000",4.9471913241432,151995.052808676,183257,183346,87,736956.555380923,736956.557768385,-3.78670983120953,-3.78365989369369,-32.3711926835179,-32.3683926348348,400.485006066667,400.485006066667,9.14767178996252e-13,0.761981889978742,0,736956.556509113,-3.78530401561022,-32.3698204048617,400.485006066666,0,0,824.7781,315.9256,1
"2017-09-18","152000-152500",2.01888996001799,152497.98111004,183347,183504,150,736956.557791571,736956.561158881,-3.7836330729836,-3.78105120710861,-32.3683570276206,-32.3674476568689,400.485006066667,400.485006066667,1.2547446913795e-12,0.737181940375453,0,736956.559571098,-3.78204060539077,-32.3671481921338,400.485006066665,1.841704,1.175089,633.5701,245.2681,1
"2017-09-18","152500-153000",1.08846968077705,152998.911530319,183505,184099,523,736956.561182065,736956.569087367,-3.78104239135222,-3.78008871278023,-32.3674680288259,-32.3693778863767,400.485006066667,398.973208533333,0.678820015725831,0.694683893468635,-0.00303291264541846,736956.565106098,-3.78061989817443,-32.3684652132334,399.395239967116,3.230834,2.296353,525.1883,235.7951,1
"2017-09-18","153000-153500",2.65182695302065,153497.348173047,184100,184289,175,736956.569098964,736956.571435638,-3.78006823341009,-3.78374809829188,-32.3693970516014,-32.3692808651483,398.973208533333,398.043457,0.305289378229045,0.745912946065373,-0.00187708200223877,736956.570210747,-3.78152809922619,-32.3693803450742,398.625315660522,0,0,558.6723,226.4189,1
"2017-09-18","153500-154000",0.677400360786123,153999.322599639,184290,184398,103,736956.571458937,736956.573595681,-3.78379724791319,-3.78806135336469,-32.3693130299457,-32.3699012417203,398.036696264516,398.081562963636,0.240365397323199,0.773457182188313,9.05593151786626e-05,736956.572561666,-3.7860046106293,-32.3696973986739,397.697322857711,0.02161133,1.054702,702.7363,309.45,1
"2017-09-18","154000-154500",3.40749314558343,154496.592506854,184399,184564,162,736956.573618992,736956.575851469,-3.7881047261477,-3.79232988182168,-32.3699185616767,-32.369603349731,397.281337727273,292.011326824,30.0768470561283,0.756827637581844,-0.213931910966305,736956.574806576,-3.79042622179961,-32.3698963234841,335.340859958268,0.06436981,3.455053,277.5244,194.2027,1
"2017-09-18","154500-155000",0.61512303512427,154999.384876965,184565,184759,192,736956.575898045,736956.578178014,-3.79241147917291,-3.79661217906855,-32.369576,-32.3695458908425,289.98256532,74.585,75.7464331743795,0.757465830355528,-0.436721924941579,736956.577046326,-3.79460102498227,-32.3696547978758,167.163946864583,303.319,280.8679,187.6413,193.5652,1
"2017-09-18","155000-155500",0.204490836447803,155499.795509164,184760,185530,771,736956.578189751,736956.580464742,-3.79662956319313,-3.80074339226077,-32.3695578018783,-32.3687838612139,73.188,47.455,5.41137449006329,0.621626297101202,-0.051665800360546,736956.579748805,-3.7994094350041,-32.3689530047903,51.9291564295321,99.58914,73.52682,116.8559,41.87365,1
"2017-09-18","155500-156000",0.0107693616300821,155999.989230638,185531,186750,1220,736956.580466443,736956.582526515,-3.80074704189581,-3.80444443542731,-32.3687851750825,-32.369798233143,47.308,42.86,0.967713251891689,0.56412956019143,-0.00890023597869692,736956.581495783,-3.80264479921575,-32.3691608068093,44.0301079006788,293.9828,250.9392,164.3207,76.47256,1
"2017-09-18","156000-156500",0.837002482207026,156499.162997518,186751,187973,1223,736956.582528193,736956.584593149,-3.80444763149985,-3.8084613301138,-32.3697979425909,-32.3702001531032,43.081,41.61,1.06153141059826,0.560654199963158,-0.00294898011208892,736956.583560285,-3.80644013835585,-32.369887424375,42.4580167574921,23.29036,21.17524,110.2275,34.19904,1
"2017-09-18","156500-157000",0.0397461090760771,156999.960253891,187974,189125,1152,736956.584594943,736956.586541964,-3.80846866788397,-3.8124500043956,-32.3701982964316,-32.3708848205794,41.794,40.434,0.843394772779649,0.571880277207725,-0.00272024597283212,736956.585568096,-3.81045128399612,-32.3704567436287,41.5982293013911,8.373487,6.969042,94.21064,23.81309,1
"2017-09-18","157000-157500",0.342012102133594,157499.657987898,189126,190259,1134,736956.586543654,736956.588458336,-3.81245321318681,-3.81651019318749,-32.3708865708292,-32.3712601931875,40.324,37.714,1.13350002004814,0.572658345331178,-0.00522741187362721,736956.587501572,-3.8144715803583,-32.3710116928931,39.2674460393954,14.71584,9.664094,84.14638,18.8908,1
"2017-09-18","157500-158000",0.205559571739286,157999.794440428,190260,191368,1109,736956.588460025,736956.59032938,-3.816515,-3.81965811219054,-32.371259,-32.3729321682858,37.714,34.589,1.04579152989995,0.577817888302123,-0.00625518939970276,736956.589394474,-3.81832826485241,-32.371583458054,36.5190140149314,47.41488,36.67699,80.7562,19.91848,1
"2017-09-18","158000-158500",0.230684411915718,158499.769315588,191369,192382,1014,736956.590331094,736956.592039536,-3.81966027807375,-3.82082414612376,-32.3729354171106,-32.3768864945341,34.589,28.744,1.70288089363761,0.590144363388223,-0.0117007439713718,736956.591186553,-3.8201892469702,-32.3749292078775,32.0181363036766,0.857703,0.898202,57.36129,13.94957,1
"2017-09-18","158500-159000",0.232019394519739,158999.767980605,192383,193395,1013,736956.592041203,736956.593745536,-3.8208255903119,-3.82128650250941,-32.3768903938421,-32.3810505376412,28.597,27.31,1.24347908025967,0.587680285251253,-0.00257638735499871,736956.592894187,-3.82110984050858,-32.378951653261,28.4428866722454,0.1928358,0.1018442,53.69488,12.82623,1
"2017-09-18","159000-159500",0.26651630026754,159499.7334837,193396,194480,1085,736956.593747237,736956.595573257,-3.82128680991217,-3.82334436408009,-32.3810551486826,-32.3842491014045,27.274,24.847,0.749578980888085,0.578282814187889,-0.00485932384061516,736956.594660662,-3.82198769053302,-32.3829429783488,25.9083108300863,0.4576755,0.39174,54.7956,11.25885,1
"2017-09-18","159500-160000",0.0914644050935749,159999.908535595,194481,195601,1121,736956.595574924,736956.597464383,-3.82334694601056,-3.82661559019019,-32.3842513964538,-32.3866334828829,24.884,25.546,0.914141026142947,0.574654379541289,0.001324553993381,736956.596519335,-3.82492638778008,-32.3854771289906,25.5414153078671,1.114149,0.5073292,56.59571,15.32996,1
"2017-09-18","160000-160500",0.192858069756767,160499.80714193,195602,196796,1195,736956.59746605,736956.599477404,-3.82661876136136,-3.82958898307741,-32.3866360774775,-32.3869200733312,25.583,23.267,0.815322915840559,0.561978345206813,-0.0046371667376553,736956.598470785,-3.82836594904552,-32.3874181856834,24.2326654796288,36.66191,18.95171,80.15701,23.7721,1
"2017-09-18","160500-161000",0.0552011113904882,160999.944798889,196797,198170,1374,736956.599479071,736956.60179036,-3.82959367053295,-3.83078412323907,-32.3869132757724,-32.383089241678,23.377,27.347,1.16386232389075,0.539939034913544,0.00795240773333552,736956.600634818,-3.83015188611377,-32.3850007737254,25.4504354412757,0.0001621803,0.004811454,46.98899,13.57621,1
"2017-09-18","161000-161500",0.224855756270699,161499.775144244,198171,199537,1367,736956.601792073,736956.604094265,-3.83078582208077,-3.83209688606746,-32.383086307315,-32.3793305645841,27.384,32.273,1.26726915573421,0.541483165932573,0.00978869844675847,736956.602942803,-3.8315501323947,-32.3812258403636,29.0051638493143,1.946569,1.39327,64.84592,16.01948,1
"2017-09-18","161500-162000",0.0254914716351777,161999.974508528,199538,200949,1412,736956.604095932,736956.606477143,-3.83209757598697,-3.83384251193579,-32.3793283568417,-32.3758013621391,32.236,31.0728216538462,0.926851776565707,0.536898775030405,-0.00232662470460751,736956.605286077,-3.83292448016069,-32.3775151372201,32.0885965273389,0.4271705,0.4908982,75.34114,15.12455,1
"2017-09-18","162000-162500",0.0908534825430252,162499.909146517,200950,202331,1382,736956.606478811,736956.608810762,-3.83384536599604,-3.83524005396985,-32.3757998600021,-32.3722086291457,31.1241093461539,31.538,0.879253803481933,0.542463616272301,0.000828484223977159,736956.607645429,-3.83465368167554,-32.3741000148041,31.6269596452984,159.9164,148.9858,86.47387,20.27878,1
"2017-09-18","162500-163000",0.266210360015975,162999.73378964,202332,203668,1337,736956.608812451,736956.611069652,-3.8352416680402,-3.83633907109289,-32.3722056944724,-32.3686238246175,31.648,30.2022609733334,0.945490021174903,0.555008926324763,-0.00289464800390333,736956.609940015,-3.83559918729611,-32.3703680814281,31.3974553050245,459.364,413.2354,111.5291,32.10625,1
"2017-09-18","163000-163500",0.0573899924347643,163499.942610008,203669,206318,2650,736956.611071307,736956.615544098,-3.83633935706429,-3.83727125323369,-32.3686211078892,-32.3695537597011,30.3298371333334,30.068,0.872510871983442,0.488995729754336,-0.000523773366035951,736956.613308908,-3.83692234360436,-32.368750904672,29.7214506820264,569.645,699.7366,61.72207,21.63124,1
"2017-09-18","163500-164000",0.340040254406631,163999.659959746,206319,208605,2287,736956.615545765,736956.619407559,-3.83727166714573,-3.83761269772796,-32.3695550014372,-32.3689315440897,30.104,27.825,0.831595971446173,0.510334060090547,-0.00456190556526905,736956.617474984,-3.83740055276852,-32.370050088827,30.2881395267668,456.6863,540.5656,99.63491,28.08504,1
"2017-09-18","164000-164500",0.256810661492636,164499.743189339,208606,209969,1364,736956.619409227,736956.621708189,-3.83761448966137,-3.83842371051843,-32.3689226942363,-32.3650935789631,27.899,26.318,0.955171372011515,0.601438278971335,-0.00316782727530125,736956.62055818,-3.83804814602413,-32.3669923689487,28.8186348111398,16.03084,29.82172,69.47991,15.54846,1
"2017-09-18","164500-165000",1.09354005556088,164998.906459944,209970,211371,1402,736956.621709855,736956.62407256,-3.83842486125262,-3.83895,-32.3650912774948,-32.3612812363977,26.208,24.48,1.48842964339392,0.597672280665638,-0.00346377724587795,736956.622891723,-3.8387025539596,-32.3631641815749,25.2184557711053,1.722075,4.72771,62.10591,13.99705,1
"2017-09-18","165000-165500",0.219931250292575,165499.78006875,211372,212783,1412,736956.624074215,736956.626457106,-3.838942018974,-3.83944310587295,-32.361288037948,-32.3575023912305,24.406,24.3198035512821,0.700464556404097,0.593191877626498,-0.000172493839101591,736956.625265763,-3.8391121844602,-32.35939825409,23.8571225900372,0.5627632,0.5616221,54.11537,11.85556,1
"2017-09-18","165500-166000",0.26049343062914,165999.739506569,212784,214178,1395,736956.626458785,736956.628811882,-3.83944368517779,-3.84017298543033,-32.3574990602277,-32.3536675382454,24.3404110384615,24.847,0.845113151187244,0.596772185940714,0.00101402181979727,736956.627637654,-3.83981165437907,-32.3555398631122,24.4678036789365,1.38461,0.949842,65.5326,17.6753,1
"2017-09-18","166000-166500",1.87796861722018,166498.122031383,214179,214766,588,736956.628813525,736956.631361958,-3.84017416765532,-3.840081,-32.3536644349048,-32.3495062203037,24.7,78.555,13.6773360476018,0.686122694773733,0.108139623886578,736956.6295162,-3.84024301899599,-32.3525323177432,32.8563220200985,18.90568,17.95201,84.75373,28.82993,1
"2017-09-18","166500-167000",1.880520785111,166998.119479215,214767,214996,221,736956.631373557,736956.634035641,-3.84008825002505,-3.838846,-32.3494903748873,-32.3453887059235,81.533,299.130056158974,74.6772556212947,0.759780385380681,0.436888123344936,736956.632675301,-3.83940595617274,-32.347508676875,189.099083266782,55.87938,54.67876,222.1385,155.7197,1
"2017-09-18","167000-167500",5.56931158175576,167494.430688418,214997,215203,176,736956.634047251,736956.63644196,-3.83885329010923,-3.83982765822785,-32.3453649043992,-32.3436058481013,299.774807748718,371.847289622222,31.1581720969212,0.769639410825334,0.146029970025176,736956.63514245,-3.83866495440622,-32.3438955809331,362.856798020518,0,0,477.3557,258.7242,1
"2017-09-18","167500-168000",1.72557803519885,167998.274421965,215204,215360,142,736956.636465306,736956.638267029,-3.83988667550593,-3.8426078804,-32.3436199072874,-32.3468673541,373.803036111111,283.589240161905,31.5414480547743,0.784816368336276,-0.18148348819851,736956.637359657,-3.84136887782064,-32.3451158833797,357.672667576529,9.983237,1.062449,357.5436,194.8216,1
"2017-09-18","168000-168500",2.10578746852116,168497.894212531,215361,215512,152,736956.638278627,736956.640045661,-3.84261832667392,-3.84478059362674,-32.3468928333498,-32.350681865684,282.24216987619,74.9913681863248,71.4482749519005,0.784309494851074,-0.417372943058768,736956.639167077,-3.8436709764555,-32.3488029716225,171.151325615336,124.5682,99.55733,247.917,219.5643,1
"2017-09-18","168500-169000",0.910122881672578,168999.089877118,215513,215685,173,736956.640057282,736956.642056795,-3.84479197961847,-3.84721235661589,-32.3507028701807,-32.3522403227939,74.7163722051282,69.5691648179487,7.78077177644159,0.76752619491186,-0.0103245492454384,736956.641057016,-3.84579599334154,-32.3522645575816,58.0412305399306,130.8762,94.08691,140.0565,67.34143,1
"2017-09-18","169000-169500",2.30582799582044,169497.694172004,215686,215865,180,736956.642068404,736956.644149171,-3.84723272540213,-3.85139125882599,-32.3522512418007,-32.3528580335283,69.5870993384616,103.232259820513,6.7521811278519,0.766537556294073,0.0678284860143984,736956.643108718,-3.84931398020291,-32.3527456789224,78.3012806366382,61.46195,202.0065,69.14835,74.68625,1
"2017-09-18","169500-170000",1.45506416165153,169998.544935838,215866,216048,180,736956.644160781,736956.646288322,-3.851418945,-3.85569525950956,-32.3528508976,-32.3526081818884,106.316997348718,246.898123342012,49.4703915800716,0.768099549664735,0.282479468021653,736956.645211033,-3.85350621788811,-32.3527598082428,178.582777990012,13.30473,25.26547,120.8251,181.6147,1
"2017-09-18","170000-170500",2.38802615815075,170497.611973842,216049,216231,164,736956.646299942,736956.648415596,-3.85571842910525,-3.85881566245936,-32.352611,-32.3506080271562,246.319169531361,371.068982346032,49.3346822164045,0.773183163640797,0.251274180269794,736956.647370704,-3.85748641848742,-32.3519337893724,300.933335684425,8.426325,14.68619,168.1975,163.2224,1
"2017-09-18","170500-171000",0.831857700133696,170999.1681423,216232,216402,144,736956.648427229,736956.650403661,-3.85884802496591,-3.86271177412587,-32.3506149370607,-32.3497532006993,370.909329571429,320.199617038095,14.3290663152954,0.777918966472491,-0.1018527574748,736956.649452854,-3.8606486836711,-32.3500361001939,328.600304521447,191.0724,314.5995,318.4645,355.4801,1
"2017-09-18","171000-171500",0.949799100286327,171499.0502009,216403,216550,137,736956.650415387,736956.652135797,-3.86274433426657,-3.86219275627515,-32.3497613335666,-32.3521901827936,319.541049342857,150.987632555556,62.9967847440639,0.783536498840036,-0.339725012621506,736956.651289837,-3.86328348766985,-32.3512737776018,218.206286860679,647.7203,673.5667,346.7057,356.4115,1
"2017-09-18","171500-172000",2.15020602333243,171997.849793977,216551,216723,153,736956.652147406,736956.654147023,-3.86216227769111,-3.8614088776564,-32.3522015067083,-32.3513902383317,151.267024911111,233.633693860215,39.8925765938089,0.778103777545164,0.166336448117391,736956.653153194,-3.86075640011375,-32.3521515697528,227.336808464621,552.6317,864.5786,403.4666,358.9582,1
"2017-09-18","172000-172500",0.492613168404205,172499.507386832,216724,216881,155,736956.654158656,736956.655983621,-3.86143407314264,-3.86548432316768,-32.3513949773469,-32.3522218441156,232.984782582796,117.624898333333,45.7349603347999,0.776343265465123,-0.231273027426791,736956.65508704,-3.86362774690358,-32.3520815358256,146.09018955892,487.0681,1017.375,309.2556,524.2722,1
"2017-09-18","172500-173000",3.63433605240425,172996.365663948,216882,217049,162,736956.655995347,736956.657936418,-3.86550320389374,-3.86960631756824,-32.352223,-32.3515915908409,117.7235074,217.661824285333,55.0032461894623,0.776987987890425,0.20199656053714,736956.65695471,-3.86748848409335,-32.3520005552916,164.203553049403,295.1415,443.4086,277.695,436.4177,1
"2017-09-18","173000-173500",3.78284623360378,173496.217153766,217050,217205,150,736956.657948028,736956.659761639,-3.8696428513175,-3.87309676979281,-32.3515964814147,-32.3534976896207,216.287213896,80.6958028666667,40.8840159715424,0.780529582363504,-0.27350848729964,736956.658874478,-3.87154254389512,-32.3523691106779,149.889403658276,347.6357,359.4346,441.6319,530.7219,1
"2017-09-18","173500-174000",1.64697034683195,173998.353029653,217206,217362,157,736956.659773236,736956.661586917,-3.87313208967105,-3.8773138072265,-32.3535005079122,-32.3541619208287,80.5478892666667,92.6877610296297,2.63590262134058,0.772333986768052,0.0243678750632858,736956.660680031,-3.87533033405653,-32.3540315999026,79.2180039226276,43.37646,46.31971,161.9549,229.3756,1
"2017-09-18","174000-174500",6.1373097046162,174493.862690295,217363,217536,167,736956.661598514,736956.663609648,-3.87732405004011,-3.88141906632602,-32.3541493954071,-32.3533786250877,93.9915920222222,246.2604258,38.0121045156431,0.77400754221539,0.308416967215722,736956.662575996,-3.87916124814656,-32.3536143628372,188.916901145024,1539.335,396.5348,334.6367,332.4151,1
"2017-09-18","174500-175000",1.2614700589038,174998.738529941,217537,217701,152,736956.663632878,736956.665539596,-3.8814760577034,-3.8854474800676,-32.3534050211579,-32.3541253504324,244.770333237037,249.812700034921,19.9688214103791,0.777495875906806,0.0101275329211517,736956.664628745,-3.88365222293508,-32.3538637811306,221.711360894625,570.4856,771.0032,480.7213,588.4468,1
"2017-09-18","175000-175500",0.455029929347802,175499.544970071,217702,217865,153,736956.665551206,736956.667445955,-3.88547647628617,-3.88958153465346,-32.3541429312701,-32.3554210165017,248.894696580952,254.522456885714,25.0749356178723,0.777273077308131,0.0113226876567973,736956.666467875,-3.88759786676741,-32.3547889994492,213.280946637088,22.45646,33.01735,313.8806,342.5469,1
"2017-09-18","175500-176000",2.95239624887472,175997.047603751,217866,218067,160,736956.667457565,736956.669794203,-3.88960404285286,-3.89333202196369,-32.3554310194786,-32.3571752127169,254.78588396381,107.9612098,62.5983710626888,0.777369090084876,-0.29675831842042,736956.668674759,-3.89121139915823,-32.3564886544912,167.194953270306,1245.412,1851.588,306.3747,405.5191,1
"2017-09-18","176000-176500",5.04944307348342,176494.950556927,218068,218220,132,736956.669805824,736956.671584549,-3.89336293993994,-3.89721002102071,-32.357173204004,-32.3580848593391,109.46992852,235.219610645977,32.967026828374,0.786759653978128,0.254320306949193,736956.670660744,-3.89513275829287,-32.3571677041183,190.370246251903,395.5905,450.8511,438.7379,289.4559,1
"2017-09-18","176500-177000",2.04221759425127,176997.957782406,218221,218355,115,736956.671665815,736956.673153712,-3.89736494349142,-3.90042159659743,-32.3582674293643,-32.3611998498069,236.838159464368,231.697099266667,7.80678823484042,0.795361541267707,-0.0107917407382589,736956.672405448,-3.8988883191909,-32.3597362677388,231.304092688907,0.01686346,11.51421,270.9661,552.762,1
"2017-09-18","177000-177500",2.31178344204091,177497.688216558,218356,218529,159,736956.67316531,736956.675176825,-3.90043908046437,-3.90198739995996,-32.3612253885108,-32.3612812499249,232.640048466667,296.037328372043,27.7183657995847,0.773809020740494,0.127742276638315,736956.674152686,-3.90189007570217,-32.3620434099854,254.525353747227,59.19978,11.09558,1526.886,2650.865,1
"2017-09-18","177500-178000",0.914312171807978,177999.085687828,218530,218736,174,736956.675188435,736956.677583097,-3.90198226720769,-3.89829500383509,-32.3612603461577,-32.3593624023011,296.361784010753,217.472267317949,29.6564087163972,0.767889172993037,-0.15809313566089,736956.676416469,-3.90031885991995,-32.3600599008462,272.310432990042,0.2281582,2.261358,334.9928,190.0363,1
